statement,alternative_a,alternative_b,alternative_c,alternative_d,alternative_e,correct_answer,position,board,contest,subject,topic,year,explanation,organization,exam,page,question,references,keywords,status,package,package_version
A história é apresentada ao leitor por meio de um narrador personagem provocando o seguinte efeito expressivo:,a ênfase na concisão priorizando as ações e eliminando os termos qualificadores.,a parcialidade na apresentação das ações e na caracterização dos personagens.,o emprego exclusivo de adjetivos objetivos aproximando mais o leitor da realidade.,a condução de informações conflitantes inviabilizando a apreensão dos fatos.,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,portugues,interpretacao-de-texto,2022,"Narrador-personagem filtra fatos com parcialidade na apresentação das ações e na caracterização, produzindo o efeito expressivo indicado na alternativa B.",,,3,1,,narrador personagem; parcialidade; conto; efeito expressivo; difficulty:Média,ACTIVE,,
"Em “Mas possuía o que qualquer criança” (1º§), o vocábulo destacado cumpre um papel importante na produção de sentido. Morfologicamente, deve ser classificado como pronome:",pessoal do caso reto.,demonstrativo.,pessoal do caso oblíquo.,indefinido.,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,portugues,morfologia-classes-de-palavras,2022,"Em contexto anafórico, 'Mas' retoma elemento anterior como pronome demonstrativo, conforme classificação morfológica da alternativa B.",,,3,2,,pronome demonstrativo; morfologia; producao de sentido; vocábulo mas; difficulty:Média,ACTIVE,,
"Um texto narrativo é marcado por uma sequência de ações que constituem o enredo. Geralmente, parte-se de uma situação de normalidade até que essa é “quebrada” para que se instaure um conflito. No conto de Clarice, esse conflito é introduzido pela passagem:",“Como se não bastasse enchia os dois bolsos da blusa” (1º§),“Pouco aproveitava. E nós menos ainda:” (2º§),“Até que veio para ela o magno dia de começar” (4º§),"“Era um livro grosso, meu Deus, era um livro” (5º§)",,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,portugues,generos-e-tipologia-textual,2022,"O conflito narrativo instaura-se quando a rotina é quebrada; no conto, isso ocorre com o início da leitura ('magno dia de começar'), alternativa C.",,,3,3,,enredo; conflito narrativo; conto; sequencia de acoes; difficulty:Média,ACTIVE,,
"Nos períodos “Era um livro grosso, meu Deus, era um livro para se ficar vivendo com ele, comendo-o, dormindo-o. E completamente acima de minhas posses.” (5º§), estabelece-se uma relação de sentido na qual:",o segundo explicita uma informação já citada no primeiro.,a última oração do primeiro é o sujeito oracional do segundo.,“meu Deus” é elemento sintático essencial nos dois períodos.,"uma das orações do primeiro está implícita no segundo. 2 IBFC_11 Considere a passagem “E eu, que não era dada a olheiras, sentia as olheiras se cavando sob os meus olhos espantados.” (10º§) para responder às questões 5 e 6 a seguir.",,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,portugues,coesao-e-conectivos,2022,"A última oração do primeiro período funciona como sujeito oracional do segundo, estabelecendo relação coesiva descrita na alternativa B.",,,3,4,,relacao de sentido; periodos; coesao textual; sujeito oracional; difficulty:Média,ACTIVE,,
"A respeito da oração destacada, é correto afirmar que possui:",dependência sintática e caráter adjetivo.,independência sintática e caráter substantivo.,dependência sintática e caráter adverbial.,independência sintática e caráter pronominal.,,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,portugues,sintaxe,2022,"A oração destacada exerce função sintática compatível com a alternativa A, conforme análise do período no enunciado.",,,4,5,,oracao subordinada; funcao sintatica; sintaxe; periodo composto; difficulty:Média,ACTIVE,,
"Ocorreria acento grave em “dada a”, caso o substantivo “olheiras” fosse substituído por:",fazer compras.,verdade absoluta.,silêncio imposto.,oportunidades generosas.,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,portugues,crase,2022,"A substituição proposta altera o contexto de crase; apenas a alternativa B manteria condição para acento grave em 'dada a', resposta B.",,,4,6,,crase; acento grave; regencia nominal; olheiras; difficulty:Média,ACTIVE,,
"Na oração “No dia seguinte lá estava eu à porta de sua casa” (8º§), os termos não seguem a ordem sintática comum da Língua, chamada de ordem direta. Em função dessa posição inversa, todos os termos abaixo receberam ênfase, exceto:",O sujeito de primeira pessoa.,A locução adverbial de tempo.,A ação expressa pelo verbo.,O advérbio que indica lugar.,,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,portugues,sintaxe,2022,"Os termos 'lá' e 'eu' aparecem em posição tópica, deslocando a ordem direta sujeito-verbo-objeto, alternativa A.",,,4,7,,ordem sintatica; topico; comentario; lingua portuguesa; difficulty:Fácil,ACTIVE,,
"Caso a frase ‘Atrás escrevia com letra bordadíssima palavras como “data natalícia” e “saudade”.’ (2º§) fosse reescrita com acréscimo de vírgulas, teríamos uma reescritura adequada à norma padrão apenas em:","Atrás escrevia com letra, bordadíssima, palavras como “data natalícia” e “saudade”.","Atrás escrevia com letra bordadíssima, palavras como “data natalícia” e “saudade”.","Atrás escrevia com letra bordadíssima, palavras como, “data natalícia” e “saudade”.","Atrás escrevia, com letra bordadíssima, palavras como “data natalícia” e “saudade”.",,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,portugues,voz-verbal,2022,"A reescrita na voz passiva analítica com agente da passiva corresponde à alternativa D, preservando o sentido original.",,,4,8,,voz passiva; transformacao de voz; oracao passiva; letra bordadissima; difficulty:Média,ACTIVE,,
A leitura atenta permite ao leitor concluir que o texto narra:,experiências de uma criança apresentadas no momento em que ocorrem.,vivências de várias crianças por meio de uma voz infantil coletiva.,lembranças da infância de um narrador que se encontra na fase adulta.,reflexões que se restringem ao passado de um narrador infantil.,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,portugues,interpretacao-de-texto,2022,A leitura global do conto permite inferir o desfecho narrativo indicado na alternativa C.,,,4,9,,narrativa; conto; leitura atenta; compreensao textual; difficulty:Média,ACTIVE,,
"Na oração “Boquiaberta, saí devagar” (7º§), tem-se:",um sujeito indeterminado.,um verbo transitivo direto.,um predicado verbo-nominal.,uma locução verbal. HISTÓRIA E GEOGRAFIA DO ACRE,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,portugues,sintaxe,2022,"Em 'Boquiaberta, saí devagar', o termo inicial funciona como adjunto adverbial de modo deslocado, alternativa C.",,,4,10,,oracao reduzida; adjunto adverbial; sintaxe; boquiaberta; difficulty:Média,ACTIVE,,
"Ao longo da história foram assinados acordos de divisão do território Americano entre Portugal e Espanha, tais como o Tratado de Tordesilhas (1494) e o Tratado de Madri (1750). Em 1867, um novo acordo foi assinado (Tratado de Ayacucho), livre do julgo colonial ibérico (adaptado de PONTES, 2016). Assinale a alternativa que apresenta o país do qual o atual território do Acre pertencia de acordo com o Tratado de Ayacucho.",Portugal,Espanha,Bolívia,Argentina,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,conhecimentos-gerais-sobre-o-distrito-federal,geografia-cultura-e-economia-do-df,2022,O Tratado de Petrópolis (1903) delimitou fronteiras envolvendo o território acreano; alternativa C identifica corretamente o acordo citado.,,,4,11,,tratado de petropolis; divisao territorial; acre; historia regional; difficulty:Difícil,ACTIVE,,
"Após a assinatura do Tratado de Petrópolis, a área do Acre foi alçada à condição de ______ pelo Decreto 5.188 de 7 de março de 1904, dividido em três departamentos independentes uns dos outros, governados por prefeitos nomeados pelo governo federal: departamentos do Alto Acre, do Alto Purus e do Alto Juruá (adaptado de VITAL, 2019). Assinale a alternativa que preencha corretamente a lacuna.",Território Federal,Estado,Capital Federal,Grande região,,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,conhecimentos-gerais-sobre-o-distrito-federal,geografia-cultura-e-economia-do-df,2022,"Após o Tratado de Petrópolis, o Acre foi elevado a Território Federal pelo Decreto 5.188/1904, alternativa A.",,,4,12,,territorio federal; norma:decreto-5188-1904; acre; tratado de petropolis; difficulty:Média,ACTIVE,,
"“Os indígenas representaram a primeira mão- de-obra para produção do látex [...]. No Acre, os nordestinos começam a chegar a partir de 1877 [...]. Muitos seringueiros ficavam desiludidos desde a hora que chegavam, pois nem começavam a trabalhar e já estavam com um grande saldo devedor. [...] o seringalista fazia com que o seringueiro mantivesse sempre uma relação de dependência” (adaptado de PONTES, 2014). Assinale a alternativa correspondente ao ciclo econômico associado com o texto, de forma correta.",Ciclo da Borracha,Ciclo do Café,Ciclo do Ouro,Ciclo do Pau Brasil IBFC_11 3,,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,conhecimentos-gerais-sobre-o-distrito-federal,geografia-cultura-e-economia-do-df,2022,"A cadeia produtiva da borracha atraiu nordestinos ao Acre como mão de obra na extração do látex, alternativa A.",,,4,13,,seringal; latex; nordestinos; historia do acre; difficulty:Média,ACTIVE,,
"Deu-se, a partir de 1970, a implantação progressiva de investimentos na pecuária no Acre. Após a obtenção de incentivos fiscais e financeiros, os pecuaristas ""paulistas"" procediam a ""limpa"" de suas áreas, entendida não só como a formação de pastagens, mas também como a expulsão dos seringueiros remanescentes nos seringais. Consequência direta da expansão da pecuária e expulsão de seringueiros foi a forte corrente migratória no estado (adaptado de CAMPOS; COSTA, 1993). Em relação às mudanças populacionais ocorridas entre o início da segunda metade do século XX e o início do século XXI no Acre, assinale a alternativa correta.",A população rural passou a predominar no estado em relação à urbana,O aumento da população urbana levou ao crescimento de centros urbanos,Houve um acentuado declínio da população total do estado,O forte êxodo urbano potencializou os conflitos no campo,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,conhecimentos-gerais-sobre-o-distrito-federal,geografia-cultura-e-economia-do-df,2022,"A partir de 1970 houve expansão da pecuária no Acre com incentivos fiscais, alternativa B.",,,5,14,,pecuaria; acre; investimentos; economia regional; difficulty:Média,ACTIVE,,
"O Acre tem a terceira menor população do país, de acordo com os dados do Instituto Brasileiro de Geografia e Estatística (IBGE), ficando à frente apenas de Roraima e Amapá (adaptado de G1, 2021). Assinale a alternativa que apresenta o tamanho da população do Acre, segundo o último Censo Demográfico realizado pelo IBGE em 2010.",Tem menos de 500 mil habitantes,Tem menos de 1 milhão de habitantes,Tem mais de 5 milhões de habitantes,Tem mais de 10 milhões de habitantes,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,conhecimentos-gerais-sobre-o-distrito-federal,geografia-cultura-e-economia-do-df,2022,"Segundo dados do IBGE, o Acre possui a terceira menor população entre os estados brasileiros, alternativa B.",,,5,15,,ibge; populacao; acre; demografia; difficulty:Fácil,ACTIVE,,
"No que concerne à realidade geográfica atual do Acre, assinale a alternativa incorreta.",Está localizado na região Norte do país,É composto por 22 municípios,Tornou-se Unidade Federativa em 1988,É um dos estados que compõem a Amazônia Legal,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,conhecimentos-gerais-sobre-o-distrito-federal,geografia-cultura-e-economia-do-df,2022,"A alternativa incorreta sobre a geografia atual do Acre é a C, conforme gabarito.",,,5,16,,geografia do acre; realidade geografica; estado do acre; territorio; difficulty:Média,ACTIVE,,
"Na história das religiões, que se conta em",Santo Daime,Candomblé,Espiritismo,Umbanda,,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,conhecimentos-gerais-sobre-o-distrito-federal,geografia-cultura-e-economia-do-df,2022,A questão aborda aspectos histórico-religiosos; a alternativa A está correta segundo o gabarito oficial.,,,5,17,,historia das religioes; brasil; contexto historico; acre; difficulty:Média,ACTIVE,,
"Existe grande heterogeneidade de paisagens ao longo da larga extensão territorial brasileira. Segundo a classificação proposta pelo Instituto Brasileiro de Geografia Estatística (IBGE), podemos encontrar no país seis diferentes biomas (IBGE, 2022). Analise as afirmativas abaixo e dê valores Verdadeiro (V) ou Falso (F). ( ) No Acre predominam as vegetações não florestais, tais como as savânicas. ( ) O Acre está inteiramente localizado no interior do bioma Amazônia. ( ) O Acre abrange áreas dos biomas Amazônia e Pantanal. Assinale a alternativa que apresenta a sequência correta de cima para baixo.",V - V - F,F - F - F,V - F - V,F - V - F,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,conhecimentos-gerais-sobre-o-distrito-federal,geografia-cultura-e-economia-do-df,2022,A heterogeneidade de paisagens no Brasil exige classificação conforme critérios do IBGE; alternativa D correta.,,,5,18,,paisagens brasileiras; classificacao geografica; relevo; vegetacao; difficulty:Média,ACTIVE,,
"“O Acre é um dos estados com maior diversidade de fauna e flora do país e tem quase 50% do seu território composto por terras protegidas por lei ambiental (G1, 2021)”. Com relação a Unidades de Conservação localizadas no estado do Acre, assinale a alternativa incorreta.",Parque Nacional da Serra do Divisor,Reserva Extrativista Alto Juruá,Parque Estadual Chandless,Parque Nacional Montanhas do Tumucumaque,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,conhecimentos-gerais-sobre-o-distrito-federal,geografia-cultura-e-economia-do-df,2022,"O Acre detém alta diversidade biológica e grande cobertura florestal, alternativa D conforme gabarito.",,,5,19,,biodiversidade; floresta; fauna; acre; difficulty:Média,ACTIVE,,
"O relevo brasileiro é constituído, principalmente, por planaltos, planícies e depressões (IBGE EDUCA, 2022). Assinale a alternativa correspondente à Unidade de Relevo predominante no Acre.",Planalto da Amazônia Oriental,Planície do Rio Araguaia,Depressão Marginal Norte-Amazônica,Depressão da Amazônia Ocidental 4 IBFC_11 INFORMÁTICA BÁSICA,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,conhecimentos-gerais-sobre-o-distrito-federal,geografia-cultura-e-economia-do-df,2022,"O relevo brasileiro é dominado por planaltos, planícies e depressões; alternativa D está correta.",,,5,20,,relevo brasileiro; planaltos; planicies; depressoes; difficulty:Média,ACTIVE,,
"O comando a ser usado, na Ferramenta de Busca do Google, para que venham somente arquivos que tenham o nome ""resultado"" e especificamente com a extensão PPT, deverá ser:",fileext:ppt resultado,extarq:ppt resultado,resultado extfile:ppt,resultado filetype:ppt,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,informatica,conceitos-de-internet-e-redes,2022,"O operador filetype: restringe resultados ao tipo de arquivo; para PDFs com 'resultado' no nome usa-se filetype:pdf resultado, alternativa D.",,,6,21,,google; busca avancada; operador filetype; pesquisa na web; difficulty:Média,ACTIVE,,
"No Google Chrome, ao querer diminuir as chances de serem rastreadas por terceiros a navegação pela Internet, não manter registros das atividades e poder navegar na Web com privacidade usa-se o modo denominado tecnicamente de:",navegação anônima,privacidade independente,segurança autônoma,navegação privada,,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,informatica,navegadores-web,2022,Modo anônimo/privado e limpeza de cookies reduzem rastreamento; alternativa A descreve conduta correta.,,,6,22,,google chrome; privacidade; rastreamento; navegacao; difficulty:Fácil,ACTIVE,,
"Leia atentamente a frase abaixo: ""Quando se utiliza dos recursos técnicos da Internet voltada exclusivamente para a comunidade de uma empresa intitula-se ______, e quando a mesma é somente disponibilizada para parceiros de negócios (clientes, fornecedores) denomina-se ______"" Assinale a alternativa que preencha correta e respectivamente as lacunas.",Extranet / Intranet,BusinessNet / PartnersNet,Intranet / Extranet,PartnersNet. / BusinessNet,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,informatica,conceitos-de-internet-e-redes,2022,A frase descreve uso de recursos técnicos da Internet para comunicação; alternativa C está correta.,,,6,23,,internet; comunicacao; recursos tecnicos; rede; difficulty:Média,ACTIVE,,
O Microsoft Office Excel possui várias funções básicas importantes tais como: (1) =INTER() (2) =SE() (3) =MÉDIA() (4) =MÍNIMO() Da relação apresentada:,"existem somente o 1, 2 e 3","existem somente o 1, 2 e 4","existem somente o 2, 3 e 4","existem somente o 1, 3 e 4",,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,informatica,microsoft-excel,2022,"Entre as funções listadas, =SE() é função condicional básica do Excel; alternativa C (item 2) está correta.",,,6,24,,funcoes excel; inter; se; media; difficulty:Média,ACTIVE,,
Com base no editor de planilha Excel abaixo assinale a alternativa que apresenta o resultado da fórmula: =(C2/B2-A1+C1)*A2 A B C 1 3 5 4 2 1 2 6,4 (quatro),6 (seis),8 (oito),5 (cinco),,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,informatica,microsoft-excel,2022,"Avaliando =(C2/B2-A1+C1)*B1 com os valores da planilha do enunciado, o resultado corresponde à alternativa A.",,,6,25,,formula excel; calculo planilha; referencia celula; operadores; difficulty:Difícil,ACTIVE,,
"Quanto ao editor de apresentação PowerPoint, analise as afirmativas abaixo e assinale a alternativa correta. (1) O limite máximo de criação de slides do PowerPoint é de 64 slides. (2) A extensão padrão dos arquivos criados no PowerPoint é “.ppp”.",As duas afirmativas são verdadeiras,"A afirmativa (1) é verdadeira, e a (2) é falsa","A afirmativa (2) é verdadeira, e a (1) é falsa",As duas afirmativas são falsas,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,informatica,microsoft-powerpoint,2022,"Sobre recursos do PowerPoint, a alternativa D apresenta afirmativa correta conforme gabarito.",,,6,26,,powerpoint; apresentacao; limite slides; recursos; difficulty:Média,ACTIVE,,
No Pacote da Microsoft Office inclui vários tipos de aplicativos com funcionalidades específicas tais como: (1) Banco de Dados. (2) Compactador de Arquivos. (3) Correio Eletrônico. Da relação apresentada:,existem somente o 1 e 2,existem somente o 1 e 3,existem somente o 2 e 3,existem todos,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,informatica,microsoft-word,2022,O pacote Office inclui aplicativos com funções distintas; alternativa B identifica corretamente.,,,6,27,,microsoft office; aplicativos; funcionalidades; pacote office; difficulty:Fácil,ACTIVE,,
"Quanto a temática ""Antivírus e Firewall"", analise as afirmativas abaixo e dê valores Verdadeiro (V) ou Falso (F). ( ) Os antivírus é considerado a ferramenta de hardware mais segura contra malwares. ( ) Ambos têm o objetivo de impedir atividades e acessos indevidos em um sistema. ( ) Em termos de proteção, o firewall atua como a barreira inicial aos intrusos. Assinale a alternativa que apresenta a sequência correta de cima para baixo.",V - F - F,V - V - F,F - V - V,F - F - V,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,informatica,seguranca-da-informacao-e-backup,2022,Antivírus e firewall têm papéis complementares na segurança; sequência V/F conforme alternativa B.,,,6,28,,antivirus; firewall; seguranca; protecao; difficulty:Média,ACTIVE,,
"Nas últimas versões do editor de texto Word (em português), as teclas HOME e END fazem, respectivamente, as seguintes funções:",movem o cursor para o início e para o final do parágrafo atual,movem o cursor para o início e para o final da linha atual,movem o cursor para o início e para o final do documento atual,movem o cursor para o início e para o final da página atual,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,informatica,microsoft-word,2022,"HOME posiciona no início da linha e END no final, alternativa B.",,,6,29,,teclas home end; microsoft word; edicao de texto; atalhos; difficulty:Fácil,ACTIVE,,
"Quanto, especificamente ao Sistema Operacional Windows 10, analise as afirmativas abaixo e assinale a alternativa correta. (1) O Internet Explorer é agora o browser oficial dessa versão do Windows. (2) Essa versão do Windows está indisponibilizada para ser usada em tablets.",As duas afirmativas são verdadeiras,"A afirmativa (1) é verdadeira, e a (2) é falsa","A afirmativa (2) é verdadeira, e a (1) é falsa",As duas afirmativas são falsas IBFC_11 5 CONHECIMENTOS ESPECÍFICOS,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,informatica,microsoft-windows,2022,"Sobre Windows 10, a alternativa D contém afirmativa correta segundo o gabarito IBFC.",,,6,30,,microsoft-windows; sistema operacional; configuracoes; recursos; difficulty:Média,ACTIVE,,
"De acordo com a Lei Orgânica da Saúde (Lei nº 8.080/90) e as disposições sobre o Subsistema de Atenção à Saúde Indígena, analise as afirmativas abaixo e dê valores de Verdadeiro (V) ou Falso (F). ( ) Caberá à União, com seus recursos próprios, financiar o Subsistema de Atenção à Saúde Indígena. ( ) Os Estados, Municípios, outras instituições governamentais e não-governamentais poderão atuar complementarmente no custeio e execução das ações. ( ) As populações indígenas devem ter acesso garantido ao SUS, em âmbito local, regional e de centros especializados, de acordo com suas necessidades, compreendendo apenas a atenção primária à saúde. Assinale a alternativa que apresenta a sequência correta de cima para baixo.",V - V - V,V - F - V,F - F - V,V - V - F,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,legislacao-do-sus,lei-8080-1990,2022,A Lei 8.080/90 institui o Subsistema de Atenção à Saúde Indígena (SASI); alternativa D correta.,,,7,31,,sasi; saude indigena; norma:lei-8080-1990; subsistema; difficulty:Média,ACTIVE,,
"Acerca do Subsistema de Acompanhamento Durante o Trabalho de Parto, Parto e Pós-Parto Imediato previsto na Lei Orgânica da Saúde (Lei nº 8.080/90), assinale a alternativa correta.",O acompanhante da parturiente será indicado pelo médico responsável pelo parto,"Os serviços de saúde do Sistema Único de Saúde, da rede própria ou conveniada, ficam obrigados a permitir a presença, junto à parturiente, de um acompanhante durante todo o período de trabalho de parto, parto e pós-parto imediato",Os hospitais de todo o País podem ou não manter disponível aviso informando sobre o direito ao acompanhante à parturiente,"As ações destinadas a viabilizar o pleno exercício do direito ao acompanhante à parturiente constarão do regulamento da lei, a ser elaborado pelo órgão competente do Poder Judiciário",,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,legislacao-do-sus,lei-8080-1990,2022,O Subsistema de Acompanhamento Durante o Trabalho de Parto está previsto na Lei 8.080/90; alternativa B.,,,7,32,,trabalho de parto; parto; pos-parto; lei organica da saude; difficulty:Média,ACTIVE,,
"Com relação aos serviços privados de assistência à saúde e as disposições da Lei Orgânica da Saúde (Lei nº 8.080/90), analise as afirmativas abaixo. I. Quando as suas disponibilidades forem insuficientes para garantir a cobertura assistencial à população de uma determinada área, o Sistema Único de Saúde poderá recorrer aos serviços ofertados pela iniciativa privada. II. A participação complementar dos serviços privados será formalizada mediante contrato ou convênio, observadas, a respeito, as normas de direito público. III. Aos proprietários, administradores e dirigentes de entidades ou serviços contratados é vedado exercer cargo de chefia ou função de confiança no Sistema Único de Saúde. Estão corretas as afirmativas:","I, II e III",I e II apenas,II e III apenas,I apenas,,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,legislacao-do-sus,lei-8080-1990,2022,Serviços privados de saúde são regulados pela Lei 8.080/90; alternativa A correta.,,,7,33,,servicos privados; assistencia a saude; norma:lei-8080-1990; regulacao; difficulty:Média,ACTIVE,,
"No que diz respeito ao planejamento e orçamento previstos na Lei Orgânica da Saúde (Lei nº 8.080/90), assinale a alternativa correta.",Será permitida a destinação de subvenções e auxílios a instituições prestadoras de serviços de saúde com finalidade lucrativa,"O processo de planejamento e orçamento do Sistema Único de Saúde (SUS) será ascendente, do nível local até o federal, ouvidos seus órgãos deliberativos, compatibilizando-se as necessidades da política de saúde com a disponibilidade de recursos em planos de saúde dos Municípios, dos Estados, do Distrito Federal e da União","Os planos de saúde serão a base das atividades e programações de cada nível de direção do Sistema Único de Saúde, ainda que seu financiamento não seja previsto na respectiva proposta orçamentária","É permitido, via de regra, a transferência de recursos para o financiamento de ações não previstas nos planos de saúde",,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,legislacao-do-sus,financiamento-do-sus,2022,Planejamento e orçamento do SUS seguem dispositivos da Lei 8.080/90; alternativa B.,,,7,34,,planejamento; orcamento; sus; financiamento; difficulty:Média,ACTIVE,,
